Frame;Stage;Time;Time_TrackID;TrackID;FilamentID;Name;Location;Position_X;Position_Y;Position_Z;unik;Fibers;Fiber.TubGFP;Fiber.TubGFP_low;Position.TubGFP;Position_Type;Length;Position_Type_Track;
6;31,66666667;100;6_1100000070;1100000070;100000331;structure;Dorsal;51.1214;69.0377;-6.10735;6_110000007051.1214;1;0;0;GFPneg;Single;#NA;single;
6;31,66666667;100;6_1100000151;1100000151;100000295;structure;Dorsal;64.4071;110.364;-0.538605;6_110000015164.4071;1;0;0;GFPneg;Single;Short;multi;
6;31,66666667;100;6_1100000159;1100000159;100000308;structure;Medial;120.576;110.697;2.92578;6_1100000159120.576;3;0;0;GFPneg;multi;Short;multi;
6;31,66666667;100;6_1100000209;1100000209;100000310;structure;Ventral;124.513;105.315;5.01985;6_1100000209124.513;2;0;0;GFPneg;multi;Short;multi;
6;31,66666667;100;6_1100000233;1100000233;100000285;structure;Dorsal;48.9862;109.013;-7.59337;6_110000023348.9862;3;0;2;GFPneg;multi;Short;multi;
6;31,66666667;100;6_1100000244;1100000244;100000288;structure;Dorsal;61.6094;110.829;-1.27731;6_110000024461.6094;2;0;0;GFPneg;multi;Short;multi;
6;31,66666667;100;6_1100000250;1100000250;100000296;structure;Dorsal;69.8368;109.126;2.38753;6_110000025069.8368;1;0;0;GFPneg;Single;Short;single;
6;31,66666667;100;6_1100000258;1100000258;100000306;structure;Medial;109.858;111.259;1.11187;6_1100000258109.858;2;0;1;GFPneg;multi;Short;multi;
6;31,66666667;100;6_1100000264;1100000264;100000318;structure;Ventral;147.25;100.095;0.097832;6_1100000264147.25;1;0;0;GFPneg;Single;Short;multi;
6;31,66666667;100;6_1100000270;1100000270;100000322;structure;Ventral;160.513;88.4424;-2.95866;6_1100000270160.513;1;0;0;GFPneg;Single;Short;single;
6;31,66666667;100;6_1100000271;1100000271;100000323;structure;Ventral;159.826;86.463;-1.66221;6_1100000271159.826;1;0;0;GFPneg;Single;Short;multi;
6;31,66666667;100;6_1100000275;1100000275;100000309;structure;Ventral;123.173;108.183;2.80255;6_1100000275123.173;2;0;0;GFPneg;multi;Short;multi;
6;31,66666667;100;6_1100000279;1100000279;100000293;structure;Dorsal;74.5478;111.416;1.33653;6_110000027974.5478;3;0;0;GFPneg;multi;Short;multi;
6;31,66666667;100;6_1100000298;1100000298;100000298;structure;Dorsal;76.7611;111.938;0.463002;6_110000029876.7611;2;0;0;GFPneg;multi;Short;multi;
6;31,66666667;100;6_1100000320;1100000320;100000320;structure;Ventral;149.669;98.5443;-0.956732;6_1100000320149.669;1;0;0;GFPneg;Single;Short;single;
6;31,66666667;100;6_1100000325;1100000325;100000325;structure;Ventral;164.995;86.8867;-1.52731;6_1100000325164.995;2;0;0;GFPneg;multi;Short;multi;
6;31,66666667;100;6_1100000327;1100000327;100000327;structure;Ventral;132.682;105.578;2.58654;6_1100000327132.682;1;0;0;GFPneg;Single;Short;multi;
6;31,7;100;6_A;A;10;Ref;Ref;46.8615;75.8567;-7.62302;6_A46.8615;#NA;#NA;#NA;Ref;Ref;#NA;Ref;
6;31,7;100;6_B;B;46;Ref;Ref;47.7273;94.3365;-2.17352;6_B47.7273;#NA;#NA;#NA;Ref;Ref;#NA;Ref;
6;31,7;100;6_C;C;75;Ref;Ref;64.529;102.772;1.3881;6_C64.529;#NA;#NA;#NA;Ref;Ref;#NA;Ref;
6;31,7;100;6_D;D;106;Ref;Ref;82.7371;107.493;3.38796;6_D82.7371;#NA;#NA;#NA;Ref;Ref;#NA;Ref;
6;31,7;100;6_E;E;137;Ref;Ref;102.511;107.809;4.38789;6_E102.511;#NA;#NA;#NA;Ref;Ref;#NA;Ref;
6;31,7;100;6_F;F;167;Ref;Ref;120.735;101.854;6.38774;6_F120.735;#NA;#NA;#NA;Ref;Ref;#NA;Ref;
6;31,66666667;100;6_F01;F01;ID#038;structure;Medial;105.722;120.342;1.48176;6_F01105.722;9;0;1;GFPneg;multi;#NA;multi;
6;31,7;100;6_G;G;175;Ref;Ref;141.017;94.7905;6.43079;6_G141.017;#NA;#NA;#NA;Ref;Ref;#NA;Ref;
6;31,7;100;6_H;H;207;Ref;Ref;158.333;87.4785;1.07501;6_H158.333;#NA;#NA;#NA;Ref;Ref;#NA;Ref;
6;31,7;100;6_I;I;237;Ref;Ref;165.26;71.2427;-8.07518;6_I165.26;#NA;#NA;#NA;Ref;Ref;#NA;Ref;
7;32;120;7_100000340;100000340;100000340;structure;Dorsal;59.3553;109.333;-1.11028;7_10000034059.3553;1;0;0;GFPneg;Single;Short;single;
7;32;120;7_1100000000;1100000000;100000333;structure;D-Dorsal;41.3858;103.649;-11.2932;7_110000000041.3858;3;0;0;GFPneg;multi;Middle;multi;
7;32;120;7_1100000002;1100000002;100000334;structure;D-Dorsal;43.9812;109.687;-11.6625;7_110000000243.9812;3;0;1;GFPneg;multi;LP-Contact;multi;
7;32;120;7_1100000003;1100000003;100000337;structure;Dorsal;56.6828;109.916;-1.30239;7_110000000356.6828;2;0;0;GFPneg;multi;Short;multi;
7;32;120;7_1100000005;1100000005;100000336;structure;D-Dorsal;40.6285;100.741;-10.3719;7_110000000540.6285;1;0;0;GFPneg;Single;Middle;multi;
7;32;120;7_1100000008;1100000008;100000345;structure;Dorsal;65.823;109.103;1.23028;7_110000000865.823;1;0;0;GFPneg;Single;Short;multi;
7;32;120;7_1100000010;1100000010;100000342;structure;Dorsal;70.1477;110.36;1.22482;7_110000001070.1477;2;0;0;GFPneg;multi;Short;multi;
7;32;120;7_1100000011;1100000011;100000343;structure;Dorsal;71.9102;110.088;0.0512108;7_110000001171.9102;2;0;0;GFPneg;multi;Short;multi;
7;32;120;7_1100000015;1100000015;100000352;structure;Dorsal;79.6032;113.648;3.06487;7_110000001579.6032;8;0;0;GFPneg;multi;Short;multi;
7;32;120;7_1100000022;1100000022;100000347;structure;Medial;87.8195;117.039;3.26306;7_110000002287.8195;1;0;1;GFPneg;Single;Short;multi;
7;32;120;7_1100000022;1100000022;100000348;structure;Medial;89.9205;115.511;4.52729;7_110000002289.9205;2;0;2;GFPneg;multi;Short;multi;
7;32;120;7_1100000022;1100000022;100000349;structure;Medial;91.6447;117.611;2.91259;7_110000002291.6447;1;0;0;GFPneg;Single;Short;multi;trash
7;32;120;7_1100000026;1100000026;ID#006;structure;Medial;95.4616;120.383;0.79117;7_110000002695.4616;2;0;0;GFPneg;multi;#NA;multi;
7;32;120;7_1100000034;1100000034;100000354;structure;Medial;118.83;117.789;0.527768;7_1100000034118.83;5;0;1;GFPneg;multi;LP-Contact;multi;
7;32;120;7_1100000040;1100000040;100000368;structure;Ventral;128.973;105.82;3.14611;7_1100000040128.973;2;0;0;GFPneg;multi;Short;multi;
7;32;120;7_1100000041;1100000041;100000370;structure;Ventral;132.095;107.633;2.83694;7_1100000041132.095;1;0;1;GFPneg;Single;Short;multi;
7;32;120;7_1100000043;1100000043;100000359;structure;Ventral;143.008;100.286;2.88965;7_1100000043143.008;1;0;0;GFPneg;Single;Short;multi;
7;32;120;7_1100000043;1100000043;100000358;structure;Ventral;145.245;112.799;-3.59427;7_1100000043145.245;8;1;0;GFPpos;multi;LP-Contact;multi;
7;32;120;7_1100000049;1100000049;100000362;structure;Ventral;152.739;99.2486;-0.539596;7_1100000049152.739;13;2;4;GFPpos;multi;LP-Contact;multi;
7;32;120;7_1100000056;1100000056;100000363;structure;V-Ventral;162.018;94.9053;-3.88148;7_1100000056162.018;4;1;2;GFPpos;multi;Short;multi;
7;32;120;7_1100000059;1100000059;100000367;structure;V-Ventral;171.869;94.4629;-10.4666;7_1100000059171.869;6;1;1;GFPpos;multi;LP-Contact;multi;
7;32;120;7_1100000065;1100000065;100000339;structure;Dorsal;54.5984;105.387;-0.891548;7_110000006554.5984;1;0;0;GFPneg;Single;Short;multi;
7;32;120;7_1100000068;1100000068;100000357;structure;Ventral;137.652;103.121;2.39026;7_1100000068137.652;1;0;0;GFPneg;Single;Short;multi;
7;32;120;7_1100000159;1100000159;100000355;structure;Medial;119.732;108.679;3.5172;7_1100000159119.732;3;0;1;GFPneg;multi;Short;multi;
7;32;120;7_1100000209;1100000209;100000356;structure;Ventral;125.747;107.595;5.40985;7_1100000209125.747;2;0;0;GFPneg;multi;Short;multi;
7;32;120;7_1100000233;1100000233;100000335;structure;Dorsal;48.0731;112.507;-9.29131;7_110000023348.0731;3;0;1;GFPneg;multi;Middle;multi;
7;32;120;7_1100000244;1100000244;100000338;structure;Dorsal;61.9907;110.811;-0.934904;7_110000024461.9907;2;0;0;GFPneg;multi;Short;multi;
7;32;120;7_1100000264;1100000264;100000361;structure;Ventral;146.756;99.3898;3.92744;7_1100000264146.756;2;0;0;GFPneg;multi;Short;multi;
7;32;120;7_1100000270;1100000270;100000364;structure;V-Ventral;160.015;88.546;-1.98302;7_1100000270160.015;1;0;0;GFPneg;Single;Short;single;
7;32;120;7_1100000271;1100000271;100000365;structure;V-Ventral;161.631;88.5383;-0.554133;7_1100000271161.631;1;0;0;GFPneg;Single;Short;multi;
7;32;120;7_1100000279;1100000279;100000344;structure;Dorsal;73.4434;109.523;2.85822;7_110000027973.4434;1;0;0;GFPneg;Single;Short;multi;
7;32;120;7_1100000298;1100000298;100000346;structure;Dorsal;76.4186;110.273;1.84057;7_110000029876.4186;1;0;0;GFPneg;Single;Short;multi;
7;32;120;7_1100000320;1100000320;100000360;structure;Ventral;147.758;97.8682;3.95251;7_1100000320147.758;1;0;1;GFPneg;Single;Short;single;
7;32;120;7_1100000325;1100000325;100000366;structure;V-Ventral;165.066;88.0434;-0.702118;7_1100000325165.066;3;0;0;GFPneg;multi;Short;multi;
7;32;120;7_1100000327;1100000327;100000369;structure;Ventral;133.913;106.481;2.86844;7_1100000327133.913;2;0;0;GFPneg;multi;Short;multi;
7;32;120;7_1100000341;1100000341;100000341;structure;Dorsal;67.2571;108.791;2.14133;7_110000034167.2571;1;0;0;GFPneg;Single;Short;multi;
7;32;120;7_A;A;9;Ref;Ref;47.5108;74.3773;-7.47119;7_A47.5108;#NA;#NA;#NA;Ref;Ref;#NA;Ref;
7;32;120;7_B;B;44;Ref;Ref;46.4286;93.0358;-1.33633;7_B46.4286;#NA;#NA;#NA;Ref;Ref;#NA;Ref;
7;32;120;7_C;C;74;Ref;Ref;64.085;102.561;2.38803;7_C64.085;#NA;#NA;#NA;Ref;Ref;#NA;Ref;
7;32;120;7_D;D;105;Ref;Ref;82.7243;108.748;4.38789;7_D82.7243;#NA;#NA;#NA;Ref;Ref;#NA;Ref;
7;32;120;7_E;E;136;Ref;Ref;102.334;108.252;5.38781;7_E102.334;#NA;#NA;#NA;Ref;Ref;#NA;Ref;
7;32;120;7_F;F;166;Ref;Ref;121.647;102.366;7.38767;7_F121.647;#NA;#NA;#NA;Ref;Ref;#NA;Ref;
7;32;120;7_F01;F01;ID#039;structure;Medial;105.665;122.81;1.44025;7_F01105.665;7;0;1;GFPneg;multi;#NA;multi;
7;32;120;7_F01;F01;ID#040;structure;Medial;106.101;111.416;1.80071;7_F01106.101;1;0;0;GFPneg;Single;#NA;multi;
7;32;120;7_G;G;174;Ref;Ref;140.368;95.4793;7.08197;7_G140.368;#NA;#NA;#NA;Ref;Ref;#NA;Ref;
7;32;120;7_H;H;206;Ref;Ref;155.952;85.6035;0.851868;7_H155.952;#NA;#NA;#NA;Ref;Ref;#NA;Ref;
7;32;120;7_I;I;236;Ref;Ref;163.312;70.3464;-6.39424;7_I163.312;#NA;#NA;#NA;Ref;Ref;#NA;Ref;
8;32,33333333;140;8_100000388;100000388;100000388;structure;Dorsal;72.4919;111.633;1.44599;8_10000038872.4919;1;0;0;GFPneg;Single;Short;single;
8;32,33333333;140;8_100000401;100000401;100000401;structure;Medial;122.226;111.195;2.13032;8_100000401122.226;1;0;0;GFPneg;Single;Short;single;
8;32,33333333;140;8_1100000000;1100000000;100000374;structure;D-Dorsal;41.6018;103.1;-11.3879;8_110000000041.6018;4;0;1;GFPneg;multi;LP-Contact;multi;
8;32,33333333;140;8_1100000002;1100000002;100000375;structure;D-Dorsal;44.7219;107.587;-10.6943;8_110000000244.7219;6;0;3;GFPneg;multi;LP-Contact;multi;
8;32,33333333;140;8_1100000003;1100000003;100000381;structure;Dorsal;57.5638;108.493;-2.81986;8_110000000357.5638;2;0;0;GFPneg;multi;Short;multi;
8;32,33333333;140;8_1100000005;1100000005;100000376;structure;D-Dorsal;40.4351;101.241;-11.531;8_110000000540.4351;1;0;0;GFPneg;Single;LP-Contact;multi;
8;32,33333333;140;8_1100000008;1100000008;100000385;structure;Dorsal;65.5091;108.971;-0.0462357;8_110000000865.5091;1;0;0;GFPneg;Single;Short;multi;
8;32,33333333;140;8_1100000010;1100000010;100000384;structure;Dorsal;69.2023;109.07;-0.139794;8_110000001069.2023;2;0;0;GFPneg;multi;Short;multi;
8;32,33333333;140;8_1100000011;1100000011;100000389;structure;Dorsal;71.5688;110.343;-1.486;8_110000001171.5688;2;0;0;GFPneg;multi;Short;multi;
8;32,33333333;140;8_1100000015;1100000015;100000386;structure;Dorsal;79.2739;113.755;1.42545;8_110000001579.2739;7;0;0;GFPneg;multi;Short;multi;
8;32,33333333;140;8_1100000022;1100000022;100000391;structure;Medial;88.9827;120.72;2.36826;8_110000002288.9827;5;0;1;GFPneg;multi;Short;multi;
8;32,33333333;140;8_1100000022;1100000022;100000393;structure;Medial;91.0832;118.066;2.0336;8_110000002291.0832;2;0;1;GFPneg;multi;Short;multi;
8;32,33333333;140;8_1100000026;1100000026;ID#007;structure;Medial;95.3691;120.578;-0.273681;8_110000002695.3691;2;0;1;GFPneg;multi;#NA;multi;
8;32,33333333;140;8_1100000034;1100000034;100000397;structure;Medial;118.236;116.003;1.10031;8_1100000034118.236;3;0;1;GFPneg;multi;LP-Contact;multi;
8;32,33333333;140;8_1100000040;1100000040;100000402;structure;Ventral;128.938;105.565;5.03894;8_1100000040128.938;2;0;0;GFPneg;multi;Short;multi;
8;32,33333333;140;8_1100000043;1100000043;100000405;structure;Ventral;142.872;98.6082;4.0948;8_1100000043142.872;1;0;0;GFPneg;Single;Short;multi;
8;32,33333333;140;8_1100000043;1100000043;100000404;structure;Ventral;143.871;111.448;-3.14665;8_1100000043143.871;5;1;0;GFPpos;multi;LP-Contact;multi;
8;32,33333333;140;8_1100000049;1100000049;100000406;structure;Ventral;154.928;104.61;-11.3434;8_1100000049154.928;8;2;5;GFPpos;multi;LP-Contact;multi;
8;32,33333333;140;8_1100000056;1100000056;100000407;structure;V-Ventral;163.368;96.7496;-5.91389;8_1100000056163.368;2;1;2;GFPpos;multi;Short;multi;
8;32,33333333;140;8_1100000059;1100000059;100000409;structure;V-Ventral;169.453;90.2105;-7.83207;8_1100000059169.453;5;1;1;GFPpos;multi;LP-Contact;multi;
8;32,33333333;140;8_1100000065;1100000065;100000378;structure;Dorsal;54.6708;105.121;-2.81828;8_110000006554.6708;1;0;0;GFPneg;Single;Short;multi;
8;32,33333333;140;8_1100000159;1100000159;100000398;structure;Ventral;123.323;116.064;0.33557;8_1100000159123.323;2;0;1;GFPneg;multi;Short;multi;
8;32,33333333;140;8_1100000209;1100000209;100000400;structure;Ventral;123.996;107.997;4.13097;8_1100000209123.996;3;0;0;GFPneg;multi;Short;multi;
8;32,33333333;140;8_1100000233;1100000233;100000377;structure;Dorsal;49.731;104.552;-5.84033;8_110000023349.731;2;0;1;GFPneg;multi;Short;multi;
8;32,33333333;140;8_1100000244;1100000244;100000382;structure;Dorsal;61.8076;108.65;-0.575922;8_110000024461.8076;2;0;0;GFPneg;multi;Short;multi;
8;32,33333333;140;8_1100000271;1100000271;100000408;structure;V-Ventral;162.337;89.3506;-0.452684;8_1100000271162.337;2;0;0;GFPneg;multi;Short;multi;
8;32,33333333;140;8_1100000298;1100000298;100000387;structure;Dorsal;76.5061;112.905;2.12534;8_110000029876.5061;2;0;0;GFPneg;multi;Short;multi;
8;32,33333333;140;8_1100000320;1100000320;100000411;structure;Ventral;147.558;97.1485;3.39685;8_1100000320147.558;1;0;0;GFPneg;Single;Short;single;
8;32,33333333;140;8_1100000327;1100000327;100000410;structure;Ventral;132.817;104.804;2.63883;8_1100000327132.817;2;0;0;GFPneg;multi;Short;multi;
8;32,33333333;140;8_1100000341;1100000341;100000390;structure;Dorsal;66.8202;109.976;1.14648;8_110000034166.8202;1;0;0;GFPneg;Single;Short;multi;
8;32,33333333;140;8_1100000379;1100000379;100000379;structure;Dorsal;55.7958;106.021;-4.78541;8_110000037955.7958;1;0;0;GFPneg;Single;Short;multi;
8;32,33333333;140;8_1100000396;1100000396;100000396;structure;Medial;112.156;109.832;3.35249;8_1100000396112.156;2;0;0;GFPneg;multi;Short;multi;
8;32,33333333;140;8_1100000399;1100000399;100000399;structure;Ventral;127.467;108.484;3.31131;8_1100000399127.467;2;0;0;GFPneg;multi;Short;multi;
8;32,33333333;140;8_1100000403;1100000403;100000403;structure;Ventral;130.621;105.405;3.56046;8_1100000403130.621;2;0;0;GFPneg;multi;Short;multi;
8;32,3;140;8_A;A;274;Ref;Ref;46.2121;74.366;-8.49487;8_A46.2121;#NA;#NA;#NA;Ref;Ref;#NA;Ref;
8;32,3;140;8_B;B;7;Ref;Ref;46.8065;92.6919;-1.61168;8_B46.8065;#NA;#NA;#NA;Ref;Ref;#NA;Ref;
8;32,3;140;8_C;C;6;Ref;Ref;64.5658;101.862;3.38796;8_C64.5658;#NA;#NA;#NA;Ref;Ref;#NA;Ref;
8;32,3;140;8_D;D;5;Ref;Ref;82.409;109.42;3.38796;8_D82.409;#NA;#NA;#NA;Ref;Ref;#NA;Ref;
8;32,3;140;8_E;E;0;Ref;Ref;102.833;109.03;4.38789;8_E102.833;#NA;#NA;#NA;Ref;Ref;#NA;Ref;
8;32,3;140;8_F;F;1;Ref;Ref;122.365;103.089;5.38781;8_F122.365;#NA;#NA;#NA;Ref;Ref;#NA;Ref;
8;32,33333333;140;8_F01;F01;ID#041;structure;Medial;104.989;121.458;1.39507;8_F01104.989;5;0;3;GFPneg;multi;#NA;multi;
8;32,33333333;140;8_F01;F01;ID#042;structure;Medial;105.78;110.594;2.29863;8_F01105.78;1;0;1;GFPneg;Single;#NA;multi;
8;32,3;140;8_G;G;2;Ref;Ref;140.826;96.1965;5.62067;8_G140.826;#NA;#NA;#NA;Ref;Ref;#NA;Ref;
8;32,3;140;8_H;H;3;Ref;Ref;157.244;85.1789;3.38796;8_H157.244;#NA;#NA;#NA;Ref;Ref;#NA;Ref;
8;32,3;140;8_I;I;4;Ref;Ref;163.961;69.9645;-7.62921;8_I163.961;#NA;#NA;#NA;Ref;Ref;#NA;Ref;
9;32,66666667;160;9_100000443;100000443;100000443;structure;Ventral;142.28;99.6989;3.17183;9_100000443142.28;1;0;0;GFPneg;Single;Short;single;
9;32,66666667;160;9_100000448;100000448;100000448;structure;Medial;98.432;111.439;-0.656711;9_10000044898.432;1;0;1;GFPneg;Single;#NA;single;
9;32,66666667;160;9_1100000000;1100000000;100000415;structure;D-Dorsal;43.0296;99.1111;-10.5759;9_110000000043.0296;5;0;1;GFPpos;multi;Short;multi;
9;32,66666667;160;9_1100000002;1100000002;100000416;structure;D-Dorsal;45.0074;105.791;-10.4738;9_110000000245.0074;5;1;3;GFPpos;multi;LP-Contact;multi;
9;32,66666667;160;9_1100000005;1100000005;100000417;structure;D-Dorsal;42.6059;94.4001;-8.51131;9_110000000542.6059;1;0;1;GFPneg;Single;Short;multi;
9;32,66666667;160;9_1100000008;1100000008;100000422;structure;Dorsal;65.6744;108.243;-0.00981114;9_110000000865.6744;1;0;0;GFPneg;Single;Short;multi;
9;32,66666667;160;9_1100000010;1100000010;100000424;structure;Dorsal;68.6072;109.898;-0.174031;9_110000001068.6072;2;0;0;GFPneg;multi;Short;multi;
9;32,66666667;160;9_1100000011;1100000011;100000425;structure;Dorsal;69.808;111.354;-4.96335;9_110000001169.808;2;0;0;GFPneg;multi;Short;multi;
9;32,66666667;160;9_1100000015;1100000015;100000426;structure;Dorsal;78.9711;114.578;1.42091;9_110000001578.9711;5;0;0;GFPneg;multi;Short;multi;
9;32,66666667;160;9_1100000022;1100000022;100000429;structure;Medial;88.1368;120.708;0.336521;9_110000002288.1368;2;0;1;GFPneg;multi;Short;multi;
9;32,66666667;160;9_1100000022;1100000022;100000430;structure;Medial;90.4059;119.285;0.61994;9_110000002290.4059;2;0;1;GFPneg;multi;Short;multi;trash
9;32,66666667;160;9_1100000026;1100000026;ID#008;structure;Medial;94.7098;119.75;-0.776183;9_110000002694.7098;2;0;1;GFPneg;multi;#NA;multi;
9;32,66666667;160;9_1100000034;1100000034;100000435;structure;Medial;117.262;114.143;0.928333;9_1100000034117.262;4;0;1;GFPpos;multi;Short;multi;
9;32,66666667;160;9_1100000043;1100000043;100000442;structure;Ventral;143.697;98.983;1.69538;9_1100000043143.697;2;0;0;GFPneg;multi;Short;multi;
9;32,66666667;160;9_1100000043;1100000043;100000441;structure;Ventral;145.264;114.469;-6.35305;9_1100000043145.264;4;1;0;GFPpos;multi;LP-Contact;multi;
9;32,66666667;160;9_1100000049;1100000049;100000447;structure;Ventral;155.799;97.3502;-1.81313;9_1100000049155.799;12;2;6;GFPpos;multi;LP-innervation;multi;
9;32,66666667;160;9_1100000056;1100000056;100000444;structure;V-Ventral;163.624;99.5212;-8.3746;9_1100000056163.624;2;0;1;GFPpos;multi;Short;multi;
9;32,66666667;160;9_1100000059;1100000059;100000446;structure;V-Ventral;169.098;90.9001;-9.69048;9_1100000059169.098;10;1;5;GFPpos;multi;LP-innervation;multi;
9;32,66666667;160;9_1100000065;1100000065;100000419;structure;Dorsal;53.5385;104.43;-2.16971;9_110000006553.5385;1;0;0;GFPneg;Single;Short;multi;
9;32,66666667;160;9_1100000159;1100000159;100000436;structure;Ventral;121.674;113.394;0.643373;9_1100000159121.674;3;0;1;GFPneg;multi;Short;multi;
9;32,66666667;160;9_1100000209;1100000209;100000438;structure;Ventral;125.296;112.113;1.5235;9_1100000209125.296;4;0;0;GFPneg;multi;LP-Contact;multi;
9;32,66666667;160;9_1100000233;1100000233;100000418;structure;Dorsal;49.2254;102.658;-5.78431;9_110000023349.2254;4;0;3;GFPneg;multi;Short;multi;
9;32,66666667;160;9_1100000244;1100000244;100000421;structure;Dorsal;61.4018;107.283;-1.94559;9_110000024461.4018;1;0;0;GFPneg;Single;Short;multi;
9;32,66666667;160;9_1100000271;1100000271;100000445;structure;V-Ventral;162.787;89.3953;-1.32189;9_1100000271162.787;3;0;1;GFPneg;multi;Short;multi;
9;32,66666667;160;9_1100000298;1100000298;100000427;structure;Dorsal;76.5343;111.98;1.10993;9_110000029876.5343;2;0;0;GFPneg;multi;Short;multi;
9;32,66666667;160;9_1100000327;1100000327;100000440;structure;Ventral;132.113;104.491;2.50051;9_1100000327132.113;3;0;0;GFPneg;multi;Short;multi;
9;32,66666667;160;9_1100000341;1100000341;100000423;structure;Dorsal;66.9966;109.385;0.362295;9_110000034166.9966;1;0;0;GFPneg;Single;Short;multi;
9;32,66666667;160;9_1100000379;1100000379;100000420;structure;Dorsal;55.2943;107.337;-5.80871;9_110000037955.2943;7;0;4;GFPneg;multi;Short;multi;
9;32,66666667;160;9_1100000396;1100000396;100000433;structure;Medial;111.497;109.989;2.74356;9_1100000396111.497;2;0;0;GFPneg;multi;Short;multi;
9;32,66666667;160;9_1100000399;1100000399;100000437;structure;Ventral;127.521;110.31;1.43424;9_1100000399127.521;2;0;0;GFPneg;multi;Short;multi;
9;32,66666667;160;9_1100000403;1100000403;100000439;structure;Ventral;130.068;105.298;2.42755;9_1100000403130.068;2;0;0;GFPneg;multi;Short;multi;
9;32,66666667;160;9_1100000428;1100000428;100000428;structure;Dorsal;64.6123;106.973;0.925971;9_110000042864.6123;1;0;0;GFPneg;Single;Short;single;
9;32,7;160;9_A;A;21;Ref;Ref;46.8615;72.2832;-8.39572;9_A46.8615;#NA;#NA;#NA;Ref;Ref;#NA;Ref;
9;32,7;160;9_B;B;52;Ref;Ref;47.2944;91.9975;-2.79913;9_B47.2944;#NA;#NA;#NA;Ref;Ref;#NA;Ref;
9;32,7;160;9_C;C;81;Ref;Ref;64.1775;101.612;1.75159;9_C64.1775;#NA;#NA;#NA;Ref;Ref;#NA;Ref;
9;32,7;160;9_D;D;112;Ref;Ref;82.8766;108.534;3.14795;9_D82.8766;#NA;#NA;#NA;Ref;Ref;#NA;Ref;
9;32,7;160;9_E;E;143;Ref;Ref;102.188;108.26;4.38789;9_E102.188;#NA;#NA;#NA;Ref;Ref;#NA;Ref;
9;32,7;160;9_F;F;300;Ref;Ref;121.356;103.123;4.56207;9_F121.356;#NA;#NA;#NA;Ref;Ref;#NA;Ref;
9;32,66666667;160;9_F01;F01;ID#043;structure;Medial;105.112;111.03;2.968;9_F01105.112;1;0;0;GFPneg;Single;#NA;multi;
9;32,66666667;160;9_F01;F01;ID#044;structure;Medial;105.204;125.197;-0.915422;9_F01105.204;5;0;2;GFPneg;multi;#NA;multi;
9;32,7;160;9_G;G;181;Ref;Ref;139.286;95.3394;4.815;9_G139.286;#NA;#NA;#NA;Ref;Ref;#NA;Ref;
9;32,7;160;9_H;H;213;Ref;Ref;157.251;84.3767;2.41101;9_H157.251;#NA;#NA;#NA;Ref;Ref;#NA;Ref;
9;32,7;160;9_I;I;243;Ref;Ref;163.095;69.3797;-7.7496;9_I163.095;#NA;#NA;#NA;Ref;Ref;#NA;Ref;
10;33;180;10_100000455;100000455;100000455;structure;Dorsal;52.7574;100.325;-0.141322;10_10000045552.7574;1;0;0;GFPneg;Single;Short;single;
10;33;180;10_100000465;100000465;100000465;structure;Dorsal;78.2148;112.657;1.34081;10_10000046578.2148;1;0;0;GFPneg;Single;Short;single;
10;33;180;10_100000476;100000476;100000476;structure;Medial;111.123;106.051;3.39199;10_100000476111.123;1;0;0;GFPneg;Single;Short;single;
10;33;180;10_100000483;100000483;100000483;structure;Medial;98.3336;112.121;3.8613;10_10000048398.3336;1;0;0;GFPneg;Single;Short;single;
10;33;180;10_1100000000;1100000000;100000452;structure;D-Dorsal;43.276;99.2599;-10.4564;10_110000000043.276;3;1;0;GFPpos;multi;LP-Contact;multi;
10;33;180;10_1100000002;1100000002;100000453;structure;D-Dorsal;45.6123;103.82;-9.58391;10_110000000245.6123;3;1;2;GFPpos;multi;LP-Contact;multi;
10;33;180;10_1100000005;1100000005;100000454;structure;D-Dorsal;43.8892;88.8104;-6.30906;10_110000000543.8892;1;0;0;GFPneg;Single;Short;multi;
10;33;180;10_1100000010;1100000010;100000461;structure;Dorsal;69.1487;107.489;1.2706;10_110000001069.1487;2;0;0;GFPneg;multi;Short;multi;
10;33;180;10_1100000015;1100000015;100000466;structure;Dorsal;79.0855;115.225;1.86072;10_110000001579.0855;2;0;0;GFPneg;multi;Short;multi;
10;33;180;10_1100000022;1100000022;100000472;structure;Medial;88.9801;122.506;-0.39322;10_110000002288.9801;8;0;3;GFPneg;multi;Short;multi;
10;33;180;10_1100000026;1100000026;ID#009;structure;Medial;95.1356;120.726;-0.898282;10_110000002695.1356;3;0;1;GFPneg;multi;#NA;multi;
10;33;180;10_1100000034;1100000034;100000477;structure;Medial;117.381;112.85;1.41141;10_1100000034117.381;5;0;1;GFPneg;multi;LP-Contact;multi;
10;33;180;10_1100000043;1100000043;100000491;structure;Ventral;144.498;99.8749;-0.198231;10_1100000043144.498;1;0;0;GFPneg;Single;Short;multi;
10;33;180;10_1100000043;1100000043;100000484;structure;Ventral;144.997;113.806;-5.71265;10_1100000043144.997;4;1;0;GFPpos;multi;LP-Contact;multi;
10;33;180;10_1100000049;1100000049;100000485;structure;Ventral;155.491;95.9194;-0.664373;10_1100000049155.491;8;2;5;GFPpos;multi;LP-Contact;multi;
